Site,Date,Transect,Lat..Start.,Long..Start.,Lat..End.,Long..End.,Quad.No,Side,Mussel,Anem.,Barn.,Other,algae_type,perc_cover
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Cr.Cor,10
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,AC,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Fila.,1
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Cort.,1
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Foliose,12
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Leath.,45
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,Kelp,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,SG,12
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,3,NA,1,3,1,1,BR,2
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Cr.NC,2
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Cr.Cor,35
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,AC,6
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Fila.,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Cort.,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Foliose,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Leath.,40
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,Kelp,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,SG,16
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,4,NA,2,5,0,0,BR,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Cr.NC,3
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Cr.Cor,2
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,AC,14
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Fila.,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Cort.,2
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Foliose,0
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Leath.,10
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,Kelp,40
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,SG,8
Hopkins,20210724,7,36.62176,121.90339,36.62192,121.90342,5,NA,32,10,4,4,BR,3
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Cr.NC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Cr.Cor,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,AC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Fila.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Cort.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Foliose,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Leath.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,Kelp,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,SG,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,1,NA,NA,NA,NA,NA,BR,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Cr.NC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Cr.Cor,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,AC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Fila.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Cort.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Foliose,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Leath.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,Kelp,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,SG,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,2,NA,NA,NA,NA,NA,BR,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Cr.NC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Cr.Cor,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,AC,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Fila.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Cort.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Foliose,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Leath.,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,Kelp,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,SG,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,3,NA,NA,NA,NA,NA,BR,NA
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Cr.NC,20
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Cr.Cor,25
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,AC,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Fila.,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Cort.,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Foliose,5
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Leath.,9
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,Kelp,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,SG,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,4,NA,0,0,0,0,BR,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Cr.NC,4.5
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Cr.Cor,4.5
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,AC,0.5
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Fila.,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Cort.,10
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Foliose,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Leath.,0.5
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,Kelp,0
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,SG,8
Point Pinos,20210624,1,36.63766,121.93625,36.63775,121.93644,5,NA,0,0,0,0,BR,8.5
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Cr.NC,27
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Cr.Cor,11
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,AC,1
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Fila.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Cort.,4
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Foliose,67
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Leath.,30
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,Kelp,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,SG,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,1,Land,0,0,3,2,BR,4
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Cr.NC,15
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Cr.Cor,5
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,AC,2
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Fila.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Cort.,1
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Foliose,70
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Leath.,50
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,Kelp,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,SG,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,2,Sea,0,0,0,0,BR,8
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Cr.NC,30
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Cr.Cor,5
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,AC,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Fila.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Cort.,4
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Foliose,32
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Leath.,55
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,Kelp,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,SG,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,3,Land,0,1,2,4,BR,2
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Cr.NC,14
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Cr.Cor,4
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,AC,1
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Fila.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Cort.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Foliose,60
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Leath.,67
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,Kelp,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,SG,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,4,Sea,0,2,1,4,BR,4
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Cr.NC,22
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Cr.Cor,2
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,AC,1
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Fila.,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Cort.,1
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Foliose,64
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Leath.,55
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,Kelp,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,SG,0
Carmel Point,20210714,NA1,36.54351,121.93417,36.54333,121.93414,5,Land,0,1,0,0,BR,11
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Cr.NC,39
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Cr.Cor,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,AC,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Fila.,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Cort.,1
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Foliose,1
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Leath.,7
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,Kelp,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,SG,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,1,Sea,34,6,4,0,BR,23
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Cr.NC,58
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Cr.Cor,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,AC,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Fila.,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Cort.,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Foliose,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Leath.,5
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,Kelp,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,SG,3
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,2,Land,14,1,2,0,BR,10
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Cr.NC,21
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Cr.Cor,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,AC,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Fila.,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Cort.,1
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Foliose,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Leath.,33
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,Kelp,3
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,SG,29
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,3,Sea,24,3,0,0,BR,4
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Cr.NC,31
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Cr.Cor,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,AC,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Fila.,1
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Cort.,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Foliose,1
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Leath.,54
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,Kelp,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,SG,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,4,Land,9,5,1,0,BR,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Cr.NC,37
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Cr.Cor,4
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,AC,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Fila.,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Cort.,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Foliose,2
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Leath.,23
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,Kelp,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,SG,0
Hopkins,20210724,6,36.62172,121.90352,36.62175,121.90372,5,Sea,10,2,2,0,BR,13
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Cr.NC,15
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Cr.Cor,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,AC,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Fila.,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Cort.,16
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Foliose,1
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Leath.,58
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,Kelp,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,SG,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,1,Land,0,2,0,0,BR,9
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Cr.NC,13
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Cr.Cor,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,AC,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Fila.,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Cort.,8
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Foliose,6
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Leath.,71
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,Kelp,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,SG,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,2,Sea,0,1,0,0,BR,4
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Cr.NC,3
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Cr.Cor,8
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,AC,1
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Fila.,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Cort.,26
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Foliose,29
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Leath.,55
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,Kelp,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,SG,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,3,Land,0,0,0,0,BR,4
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Cr.NC,7
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Cr.Cor,2
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,AC,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Fila.,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Cort.,26
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Foliose,23
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Leath.,46
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,Kelp,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,SG,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,4,Sea,0,1,0,0,BR,3
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Cr.NC,3
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Cr.Cor,6
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,AC,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Fila.,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Cort.,12
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Foliose,42
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Leath.,44
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,Kelp,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,SG,0
Carmel Point,20210711,6,36.54421,121.93368,36.54408,121.93379,5,Land,0,1,0,0,BR,9
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Cr.NC,9
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Cr.Cor,1
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,AC,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Fila.,1
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Cort.,21
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Foliose,1
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Leath.,44
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,Kelp,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,SG,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,1,Sea,0,2,0,0,BR,3
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Cr.NC,10
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Cr.Cor,4
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,AC,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Fila.,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Cort.,8
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Foliose,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Leath.,65
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,Kelp,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,SG,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,2,Land,0,13,0,1,BR,2
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Cr.NC,15
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Cr.Cor,2
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,AC,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Fila.,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Cort.,27
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Foliose,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Leath.,36
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,Kelp,0
Hopkins,20210723,1,36.62128,121.90355,36.62142,121.90365,3,Sea,3,2,2,0,SG,0
